image_id,student_id,signature_type,sample_no,filename,relative_path
IMG0368,STU037,genuine,8,genuine_08.png,images/STU037/genuine_08.png
IMG0369,STU037,genuine,9,genuine_09.png,images/STU037/genuine_09.png
IMG0370,STU037,genuine,10,genuine_10.png,images/STU037/genuine_10.png
IMG0371,STU038,genuine,1,genuine_01.png,images/STU038/genuine_01.png
IMG0372,STU038,genuine,2,genuine_02.png,images/STU038/genuine_02.png
IMG0373,STU038,genuine,3,genuine_03.png,images/STU038/genuine_03.png
IMG0374,STU038,genuine,4,genuine_04.png,images/STU038/genuine_04.png
IMG0375,STU038,genuine,5,genuine_05.png,images/STU038/genuine_05.png
IMG0376,STU038,genuine,6,genuine_06.png,images/STU038/genuine_06.png
IMG0377,STU038,genuine,7,genuine_07.png,images/STU038/genuine_07.png
IMG0378,STU038,genuine,8,genuine_08.png,images/STU038/genuine_08.png
IMG0379,STU038,genuine,9,genuine_09.png,images/STU038/genuine_09.png
IMG0380,STU038,genuine,10,genuine_10.png,images/STU038/genuine_10.png
IMG0381,STU039,genuine,1,genuine_01.png,images/STU039/genuine_01.png
IMG0382,STU039,genuine,2,genuine_02.png,images/STU039/genuine_02.png
IMG0383,STU039,genuine,3,genuine_03.png,images/STU039/genuine_03.png
IMG0384,STU039,genuine,4,genuine_04.png,images/STU039/genuine_04.png
IMG0385,STU039,genuine,5,genuine_05.png,images/STU039/genuine_05.png
IMG0386,STU039,genuine,6,genuine_06.png,images/STU039/genuine_06.png
IMG0387,STU039,genuine,7,genuine_07.png,images/STU039/genuine_07.png
IMG0388,STU039,genuine,8,genuine_08.png,images/STU039/genuine_08.png
IMG0389,STU039,genuine,9,genuine_09.png,images/STU039/genuine_09.png
IMG0390,STU039,genuine,10,genuine_10.png,images/STU039/genuine_10.png
IMG0391,STU040,genuine,1,genuine_01.png,images/STU040/genuine_01.png
IMG0392,STU040,genuine,2,genuine_02.png,images/STU040/genuine_02.png
IMG0393,STU040,genuine,3,genuine_03.png,images/STU040/genuine_03.png
IMG0394,STU040,genuine,4,genuine_04.png,images/STU040/genuine_04.png
IMG0395,STU040,genuine,5,genuine_05.png,images/STU040/genuine_05.png
IMG0396,STU040,genuine,6,genuine_06.png,images/STU040/genuine_06.png
IMG0397,STU040,genuine,7,genuine_07.png,images/STU040/genuine_07.png
IMG0398,STU040,genuine,8,genuine_08.png,images/STU040/genuine_08.png
IMG0399,STU040,genuine,9,genuine_09.png,images/STU040/genuine_09.png
IMG0400,STU040,genuine,10,genuine_10.png,images/STU040/genuine_10.png
IMG0401,STU041,genuine,1,genuine_01.png,images/STU041/genuine_01.png
IMG0402,STU041,genuine,2,genuine_02.png,images/STU041/genuine_02.png
IMG0403,STU041,genuine,3,genuine_03.png,images/STU041/genuine_03.png
IMG0404,STU041,genuine,4,genuine_04.png,images/STU041/genuine_04.png
IMG0405,STU041,genuine,5,genuine_05.png,images/STU041/genuine_05.png
IMG0406,STU041,genuine,6,genuine_06.png,images/STU041/genuine_06.png
IMG0407,STU041,genuine,7,genuine_07.png,images/STU041/genuine_07.png
IMG0408,STU041,genuine,8,genuine_08.png,images/STU041/genuine_08.png
IMG0409,STU041,genuine,9,genuine_09.png,images/STU041/genuine_09.png
IMG0410,STU041,genuine,10,genuine_10.png,images/STU041/genuine_10.png
IMG0411,STU042,genuine,1,genuine_01.png,images/STU042/genuine_01.png
IMG0412,STU042,genuine,2,genuine_02.png,images/STU042/genuine_02.png
IMG0413,STU042,genuine,3,genuine_03.png,images/STU042/genuine_03.png
IMG0414,STU042,genuine,4,genuine_04.png,images/STU042/genuine_04.png
IMG0415,STU042,genuine,5,genuine_05.png,images/STU042/genuine_05.png
IMG0416,STU042,genuine,6,genuine_06.png,images/STU042/genuine_06.png
IMG0417,STU042,genuine,7,genuine_07.png,images/STU042/genuine_07.png
IMG0418,STU042,genuine,8,genuine_08.png,images/STU042/genuine_08.png
IMG0419,STU042,genuine,9,genuine_09.png,images/STU042/genuine_09.png
IMG0420,STU042,genuine,10,genuine_10.png,images/STU042/genuine_10.png
IMG0421,STU043,genuine,1,genuine_01.png,images/STU043/genuine_01.png
IMG0422,STU043,genuine,2,genuine_02.png,images/STU043/genuine_02.png
IMG0423,STU043,genuine,3,genuine_03.png,images/STU043/genuine_03.png
IMG0424,STU043,genuine,4,genuine_04.png,images/STU043/genuine_04.png
IMG0425,STU043,genuine,5,genuine_05.png,images/STU043/genuine_05.png
IMG0426,STU043,genuine,6,genuine_06.png,images/STU043/genuine_06.png
IMG0427,STU043,genuine,7,genuine_07.png,images/STU043/genuine_07.png
IMG0428,STU043,genuine,8,genuine_08.png,images/STU043/genuine_08.png
IMG0429,STU043,genuine,9,genuine_09.png,images/STU043/genuine_09.png
IMG0430,STU043,genuine,10,genuine_10.png,images/STU043/genuine_10.png
IMG0431,STU044,genuine,1,genuine_01.png,images/STU044/genuine_01.png
IMG0432,STU044,genuine,2,genuine_02.png,images/STU044/genuine_02.png
IMG0433,STU044,genuine,3,genuine_03.png,images/STU044/genuine_03.png
IMG0434,STU044,genuine,4,genuine_04.png,images/STU044/genuine_04.png
IMG0435,STU044,genuine,5,genuine_05.png,images/STU044/genuine_05.png
IMG0436,STU044,genuine,6,genuine_06.png,images/STU044/genuine_06.png
IMG0437,STU044,genuine,7,genuine_07.png,images/STU044/genuine_07.png
IMG0438,STU044,genuine,8,genuine_08.png,images/STU044/genuine_08.png
IMG0439,STU044,genuine,9,genuine_09.png,images/STU044/genuine_09.png
IMG0440,STU044,genuine,10,genuine_10.png,images/STU044/genuine_10.png
IMG0441,STU045,genuine,1,genuine_01.png,images/STU045/genuine_01.png
IMG0442,STU045,genuine,2,genuine_02.png,images/STU045/genuine_02.png
IMG0443,STU045,genuine,3,genuine_03.png,images/STU045/genuine_03.png
IMG0444,STU045,genuine,4,genuine_04.png,images/STU045/genuine_04.png
IMG0445,STU045,genuine,5,genuine_05.png,images/STU045/genuine_05.png
IMG0446,STU045,genuine,6,genuine_06.png,images/STU045/genuine_06.png
IMG0447,STU045,genuine,7,genuine_07.png,images/STU045/genuine_07.png
IMG0448,STU045,genuine,8,genuine_08.png,images/STU045/genuine_08.png
IMG0449,STU045,genuine,9,genuine_09.png,images/STU045/genuine_09.png
IMG0450,STU045,genuine,10,genuine_10.png,images/STU045/genuine_10.png
IMG0451,STU046,genuine,1,genuine_01.png,images/STU046/genuine_01.png
IMG0452,STU046,genuine,2,genuine_02.png,images/STU046/genuine_02.png
IMG0453,STU046,genuine,3,genuine_03.png,images/STU046/genuine_03.png
IMG0454,STU046,genuine,4,genuine_04.png,images/STU046/genuine_04.png
IMG0455,STU046,genuine,5,genuine_05.png,images/STU046/genuine_05.png
IMG0456,STU046,genuine,6,genuine_06.png,images/STU046/genuine_06.png
IMG0457,STU046,genuine,7,genuine_07.png,images/STU046/genuine_07.png
IMG0458,STU046,genuine,8,genuine_08.png,images/STU046/genuine_08.png
IMG0459,STU046,genuine,9,genuine_09.png,images/STU046/genuine_09.png
IMG0460,STU046,genuine,10,genuine_10.png,images/STU046/genuine_10.png
IMG0461,STU047,genuine,1,genuine_01.png,images/STU047/genuine_01.png
IMG0462,STU047,genuine,2,genuine_02.png,images/STU047/genuine_02.png
IMG0463,STU047,genuine,3,genuine_03.png,images/STU047/genuine_03.png
IMG0464,STU047,genuine,4,genuine_04.png,images/STU047/genuine_04.png
IMG0465,STU047,genuine,5,genuine_05.png,images/STU047/genuine_05.png
IMG0466,STU047,genuine,6,genuine_06.png,images/STU047/genuine_06.png
IMG0467,STU047,genuine,7,genuine_07.png,images/STU047/genuine_07.png
IMG0468,STU047,genuine,8,genuine_08.png,images/STU047/genuine_08.png
IMG0469,STU047,genuine,9,genuine_09.png,images/STU047/genuine_09.png
IMG0470,STU047,genuine,10,genuine_10.png,images/STU047/genuine_10.png
IMG0471,STU048,genuine,1,genuine_01.png,images/STU048/genuine_01.png
IMG0472,STU048,genuine,2,genuine_02.png,images/STU048/genuine_02.png
IMG0473,STU048,genuine,3,genuine_03.png,images/STU048/genuine_03.png
IMG0474,STU048,genuine,4,genuine_04.png,images/STU048/genuine_04.png
IMG0475,STU048,genuine,5,genuine_05.png,images/STU048/genuine_05.png
IMG0476,STU048,genuine,6,genuine_06.png,images/STU048/genuine_06.png
IMG0477,STU048,genuine,7,genuine_07.png,images/STU048/genuine_07.png
IMG0478,STU048,genuine,8,genuine_08.png,images/STU048/genuine_08.png
IMG0479,STU048,genuine,9,genuine_09.png,images/STU048/genuine_09.png
IMG0480,STU048,genuine,10,genuine_10.png,images/STU048/genuine_10.png
IMG0481,STU049,genuine,1,genuine_01.png,images/STU049/genuine_01.png
IMG0482,STU049,genuine,2,genuine_02.png,images/STU049/genuine_02.png
IMG0483,STU049,genuine,3,genuine_03.png,images/STU049/genuine_03.png
IMG0484,STU049,genuine,4,genuine_04.png,images/STU049/genuine_04.png
IMG0485,STU049,genuine,5,genuine_05.png,images/STU049/genuine_05.png
IMG0486,STU049,genuine,6,genuine_06.png,images/STU049/genuine_06.png
IMG0487,STU049,genuine,7,genuine_07.png,images/STU049/genuine_07.png
IMG0488,STU049,genuine,8,genuine_08.png,images/STU049/genuine_08.png
IMG0489,STU049,genuine,9,genuine_09.png,images/STU049/genuine_09.png
IMG0490,STU049,genuine,10,genuine_10.png,images/STU049/genuine_10.png
IMG0491,STU050,genuine,1,genuine_01.png,images/STU050/genuine_01.png
IMG0492,STU050,genuine,2,genuine_02.png,images/STU050/genuine_02.png
IMG0493,STU050,genuine,3,genuine_03.png,images/STU050/genuine_03.png
IMG0494,STU050,genuine,4,genuine_04.png,images/STU050/genuine_04.png
IMG0495,STU050,genuine,5,genuine_05.png,images/STU050/genuine_05.png
IMG0496,STU050,genuine,6,genuine_06.png,images/STU050/genuine_06.png
IMG0497,STU050,genuine,7,genuine_07.png,images/STU050/genuine_07.png
IMG0498,STU050,genuine,8,genuine_08.png,images/STU050/genuine_08.png
IMG0499,STU050,genuine,9,genuine_09.png,images/STU050/genuine_09.png
IMG0500,STU050,genuine,10,genuine_10.png,images/STU050/genuine_10.png
